date,body,rating,id,title
27-Feb-12,Probably the best science oriented set up for younger kids.,5,125266906,"A Must for all kids, even adults can learn something"
28-Feb-12,"If you like science even just a little bit, this is such a fantastic place to visit as there are so many interesting & interactive exhibits to play with ... but beware ... you won't want to let the kids have a go!",5,125338984,Love it! So much fun!
5-Mar-12,"I think this is the type of attraction that you either like a lot, or become bored with quite easily. For me, it didn't hold my interest for too long. Many cities throughout the world have a similar attraction. I have been to some others and the Perth attraction is not s good as some others.",3,125642576,An OK attraction
11-Mar-12,"Very educational, fun for all and well worth entrance fee.",5,125923780,Kids will love this place
12-Mar-12,"SciTech can usually keep kids occupied for a few hours. A couple of the science stations seemed to confuse the 6-8 year old set, but there's always the rock wall and train set to keep them happy.",4,125973768,Classic kid's weekend treat
9-Apr-12,"This place is all round quality for the kids, we have a 6yr old and 10yr old, even after second time round they still loved it. You could spend a whole day there. So much to learn and do for the kids. One of the best things you could take the kids to in Perth. They will keep you coming back",5,127492405,Day out with kids
9-Apr-12,"The Scitech people do a great job of making the most out of a relatively small space (with a planetarium, labs, hands-on experiments, displays...) but Perth is getting big enough now to need more. This place is very popular and centrally located, but it lacks any connection with the ""environment"". Other places do it better...",3,127506486,Wish it was bigger.
10-Apr-12,Great Western Power display with lots of hands on things for kids of all ages (adults too) to get involed in. ,5,127566471,Great hands on adventure
10-Apr-12,"good place for the kids, something to do for all ages, with the money.",4,127595730,kids loved it
16-Apr-12,"We went during the January School Holidays so it was very CROWDED, the cafe was packed and it was a hassle just to get a drink. However, we would go again being mindful of the school holidays. The kids had a great time and I even learnt a thing or too. Education and fun!!",4,127960932,Kids Love It
16-Apr-12,"lots to do, can keep them occupied for hours and its educational what's not to like. From little ones of 3 ish up to those in their 70s and beyond. One of the best entertainment venues for families in Perth.",5,127966707,great day out for kids big small and giant
23-Apr-12,My daughter absolutely loved it. Bought back memories of when I was a child.,4,128368218,2 thumbs up
27-Apr-12,"Kids will absolutely adore this place, I did when I was a kid. Its full of things that are interactive and a great way to learn a lot of things. Science is a fascinating subject and this is a great place to expose your children to the wonders of the world. I recommend the galaxy show where you look up at the stars. Parking underneath or catch the train. A great day out.",5,128701973,Great place for Kids
30-Apr-12,Fun for the whole family - a sensory spectacle which will educate and entertain - wear comfortable shoes and clothes and get involved.,3,129064607,Educational and Interesting
10-May-12,Scitech is one of those places you go and the kids just don't know where to start - on top of that its educational and fun!,4,129679200,Kids Heaven
15-May-12,"They have a ball....everything bangs, whizzes and pops. You can touch and manipulate everything. Nothing is out of bounds and most of it is noisy. This is kid heaven. Take them, you have too!",4,129967383,Place for kids
13-Jun-12,On a rainy day this is one of the best places to be in Perth if you have children. Keeps them occupied for hours and there are interesting and fun science shows happening throughout the day. The place makes learning fun as it is fully hands on approach to science.,4,131895091,Good place for kids
14-Jun-12,Keeps the kids of all ages amused and entertained. Even on a very busy school holiday day no problem getting to touch and try everything out.,4,131966026,Family fun.
26-Jun-12,"The dinosaurs exhibit is fantastic - there are several really life like models including a dinosaur incubating a clutch of hatching eggs. Some really good interactive displays. The planetarium show was good as ever we saw the weather in the solar system having seen the other two shows before (they could do with some new ones). there was a show on we would have gone for had it been noted on the website, which doesn't seem to be updated with all that is happening. Sadly the helicopter flight sim was broken, but kids were happy enough just sitting in the copter. ",5,132802944,Dinosaurs are ace
10-Jul-12,"This is a must see for anyone interested in anything science related, and all kids are well provided for across the ages. Always innovative and constantly changing. Lots of interactive displays. Just make sure you eat beforehand as the cafe food is basic and microwaved. If you're parking a car, remember to get the free parking token from the front desk, or you'll get a parking ticket.",5,133957191,Wonderful
26-Jul-12,Scitech is a great place for the family or friends. The different shows and unusual things to discover and play are amazing. I love the section when you go through this tunnel and it will count down and it will print your shadow on the screen. The themes are always changing so it's never the same which I think is great because then you can visit it as much as you want. ,5,135402042,Scitech
31-Jul-12,Always a good trip with the children. The planetarium is popular and exhibits combine play and education.,4,135856502,Educational
3-Aug-12,Scitech is a fantastic science museum and a great place to take your children when in Perth. There is a cafe on site and lots of different activities to keep the kids amused and parents can learn something too!,5,136100652,A must see if you have children
6-Aug-12,We are visiting Perth for a month so the amount of fun our kids had here warranted a second visit. We realized this on the day so could easily upgrade our tickets to a family yearly pass. Visiting in winter it's been a fun cheap option to return in rainy days. The kids love all the hands on activities and interactive shows.,5,136375264,You can't go pass the yearly pass
8-Aug-12,"Great place! Caters for all ages, ranging from the little ones to us, older ones! Fantastic variety of activities including puppet shows, simulated helicopter rides and special exhibitions. Well worth it!",5,136537126,Great place for fun...and learning!
12-Aug-12,"Went to the Dinosaur exhibition with grandson, thought it was extremely well done. The overall things for the kids to see and play on is very educational and entertaining. Staff were extremely helpful in every way, even met us at the bottom of the escalator with permit to put on windscreen on car in parking area for free parking. Extremely good value for money, a must for your kids",4,136938275,great for the kids & parents
15-Aug-12,"We took the children to Scitech for the day (aged 7, 5 and 1) and we enjoyed it as much as they did! A big hit was the 'be a television reporter' stand!",5,137192497,Fantastic kids day out
17-Aug-12,Scitech has been around for years even when I was younger but the venue is small and as a adult who is not taking a class to a school excursion you might feel a bit ripped of off they change there there's and try to make it seem new but it really is that same low budget place I visited in the early 90s ,2,137439773,small venue not as exiting as they make it seems
20-Aug-12,We went to the planetarium awesome and the dinosaurs in Scitech kids love it,4,137706026,School Outing
20-Aug-12,"Took my son on the school holidays to see the dinosaur exhibit, that was pretty good. But what we both really liked and had the wow factor was the Horizon-The planetarium, what an amazing experience. Its something you have to see to believe.",5,137735015,A must for the holidays
22-Aug-12,"Well worth a visit. Very interesting. The kids seem to love it. Always something different there. The cafe is a little expensive and ordinary, but most of the cafes in those sort of places are.",4,137988605,Great Fun for Kids
29-Aug-12,"The kids love going to Scitech. There is so much to touch and play with, it provides hours of entertainment and excitement for them. They are bound to sleep well after visiting.",5,138753657,Great place to let the kids run around and explore
31-Aug-12,Great place to educate children and grand children in a stimulating and fun manner. ticks all the right boxes for a family afternoon. ,4,138945801,kid friendly
1-Sep-12,"We visited Scitech in March this year and had a really enjoyable day out. Our children are 2 and 4 and there was plenty to entertain them both. My 2 year old son loved building a wall, using the wheelbarrows and posting bricks. My daughter saw one of the shows and was really keen to try each of the exhibits. We all loved the lifeboat ball pool and lost my son a few times. The 360 degree bike was a hit with my husband although he came off it feeling a little sick!! We spent a full day there and would thoroughly recommend it as a great day out.",5,138999394,Fun day out for kids and mum and dad
3-Sep-12,"This was the second birthday party we'd been to at Scitech with my 6 year old. There are so many things to see and do, it's always a great half day out for us. Party wise the staff seemed to be struggling and had help from parents in attendance to get the party food out, but they were great with the kids so that made up for it!",4,139206602,Birthday party
4-Sep-12,the kids said you learn a lot about science and it is fun to go there. They like the dinosaurs and the hand on experience,4,139330998,very imformative
5-Sep-12,"We only went because they had the animatronic dinosaurs, I was very disappointed with them, a lot smaller than the literature depicts and presentation was a bit ordinary.",3,139450136,A bit dated but worth a half day visit
11-Sep-12,Had a fantastic time with our son. Even we learned a thing or two. Great value but you should allow a few hours to truly get your money's worth.,5,139983107,great family fun
25-Sep-12,Fantastic for kids who have a fascination with how things work. Great day out.,5,141199539,Great Family Day Out.
1-Oct-12,Fantastic place for kids and adults alike!,4,141737682,Must go for science enthusiasts...
16-Oct-12,"My two primary school kids had a ball discovering things, the puppet show was a laugh as well we really enjoyed it",5,142936480,Kids loved it
17-Oct-12,This is a great place for kids to learn about science. Not very interesting for me as an adult. I have been to much better Science centres but the kids seemed to have a great time. ,3,143022657,Great for kids
27-Oct-12,We took Our Grand Daughter here & we had a Fun Time. It was a very Hot Day In Perth & it was nice to be in the Cool & spending many hours here.,5,143822368,Fun Time
31-Oct-12,"Kids always have a great time at Scitech. Plenty for all ages to do, truck loads of interactive stuff to do. Parking is easy...",4,144133957,Kids always love it.
8-Nov-12,Love visiting here with my kids and have been returning for many years when we are in Perth. The children love the aspect of being able to touch things when often places they go are more aimed at looking.,5,144883643,Science in action.
13-Nov-12,"Really good shows, staff & exhibitions. We take the kids about 6 times a year & they love it, as do we.",5,145290344,Great for kids
2-Dec-12,"I used to love this place as a kid, it seemed so big and full of wonder! Went back as an adult and it was actually rather small, nothing much had changed and I think it needs some new things to make it fresh and exciting again. Its fantastic for children and the gift shop is great too. If you have a family, go. If not, pass.",3,146610197,Great for kids... then you go back as an adult
10-Dec-12,"It was a lot more fun when I was a kid, now it's boring and old. Nothing exciting is there, kids running amok everywhere. No control its basically like a day-care centre without the supervision!",3,147132743,Not as fun
11-Dec-12,"good value, loads to do, innovative. None of the taxi drivers seemed to know how to get their or how to pick us up? Not much in the way of refreshments",5,147160536,Great day out
17-Dec-12,So much to do and not enough time to do it in. Beware as parents have as much fun as the kids. Easy parking and easy to find.,5,147594941,Educational fun
30-Dec-12,"We went with 5 kids ranging from 2 to 11 years old. They had a lot of fun there. It was quite a small place comparing to many other science centre in other cities. And it was very crowded on the day we went. However, its good for the children to play there for couple hours on a hot day.",3,148335603,A bit small
30-Dec-12,The kids (4-13) loved Scitech. Was quite boring for the adults but was worth going for the kids. The Cafe is quite expensive though so take food and drink with you,4,148343505,Kids Loved It
2-Jan-13,Our almost 4 year old loved Scitech. There are many and varied interactive activities with adequate staff on hand to assist and answer the many questions of a young and curious mind. Even the adults enjoyed it.,4,148580533,Great way to spend a very hot day
10-Jan-13,A great way to spend a hot or rainy afternoon if the kids are getting bored. There is so much for all ages and even Mum and Dad will enjoy themselves. The theatre is a must. There is a cafe outside the entrance and there are drink and snack machines inside the venue for your convenience. ,5,149314113,Fabulous Weekend Afternoon Fun
11-Jan-13,"fun for all ages, little kids to adults, very educational and quite fun to learn about different thing all the time,",5,149392578,fun for all ages
13-Jan-13,"The kids in our family, ages 11 and 12, had a fun and interesting time for about an hour before boredom set in. It's high-quality, clean, and safe, and the planetarium shows are good, but it really is for kids 4-10, no higher.",3,149514275,Definitely better for younger kids
15-Jan-13,"Great place to easily lose a day, heaps of fun, very educational, interactive, planetarium shows were fantastic. We thoroughly enjoyed it, parking on site, easy access.",5,149710551,Great time for young and old
20-Jan-13,"I take my Son here every year, always something new to see and also the old favourites.",5,150063787,Every year
22-Jan-13,Brilliant place for children to learn in a interactive environment. The program changes which is fantastic and children are happy to visit over and over. For parents there is easy parking below the building and light food can be provided. The cost is a little high for struggling families which is not fare. Scitech should be for everyone to learn. Science and Maths are the weakest subjects in the classroom and anything that can help students become engaged and wanting to learn more about science - well and good. Should be sponsored completely by the government and free for all children under 15 years to visit.,4,150268435,Great place for Kids
3-Feb-13,"Scitech always fascinates the kids, they have many displays, everything is interactive, there is an area for the little kids that is a bit like 'Bob the Builder' and lots for them to do in there. There is a shop and the planetarium (for children over 4 as it gets VERY dark in there) which is worth a visit as it really is a awesome experience.",5,151280937,Science fun for kids (and adults)
7-Feb-13,"So many things to do, so much to learn, and try out. We went as 3 mums and 5 children under 5. Was great to see the kids so involved with all the things to see and do.",4,151579285,Family outing
17-Feb-13,Love Scitech. Went with my son who now 6 but we've been visiting here since he was about 3. Loads to do and great fun for the whole family. ,5,152311824,Educational
18-Feb-13,"If you have kids and half a day to waste, this is a great place. Go to website and check for show times though to coordinate a visit.",4,152401197,Lots to do
7-Mar-13,"Took my 3 and a half year old, he loved it and would not leave, we ended up staying like 4 hours. Friendly staff!! I had fun too.",4,153896099,fun day out
17-Mar-13,I took a group of girls to Scitech ages 8-10. They had a great time. We spent the whole day there. We watched a couple of shows. I found the staff fantastic. There was many walking around willing to help and show the kids how things work. That was great and very much appreciated it. Good day out!,5,154805909,Entertaining!
8-Apr-13,I was visiting Perth with my young family and a local friend recommended Scitech. I hadn't heard of it before so wasn't sure what to expect. Our 3 and 5 year old had a fantastic time exploring all the interactive displays in the huge open area inside. We only had a couple of hours to spare so did not get a chance to look at all of the exhibits but when we are next in Perth we will certainly be back!,4,156942632,Great place for kids of all ages!
9-Apr-13,"If you're local, buy a membership so you can take your kids regularly. Along with plenty of static displays (I never get sick of checking out the little chicks hatching) they regularly change the exhibits. Last time I was there, I took my 6 y.o. grandson on a weekday (it was a pupil free day at his school). We got there at around 9am and pretty much spent the rest of the day there - and I had to talk him in to leaving at around 3.30! I've been taking him there for some years now and will continue to do so as long as he wants to. They have puppet shows, the planetarium and science 'shows' throughout the day too.",5,157119155,A great day out for the kids.
9-Apr-13,"Scitech is the only place of its kind in Perth, which is the reason we take the kids there about once a year. But it is small and very crowded on busy days. If you can get a season pass (very reasonable cost) and take advantage of the special activities which you can book into, it is well worth it. Try very hard to go in off peak times if you want a pleasant experience, or else your kids will have a hard time getting on any popular exhibits, and many people let their badly behaved kids run around with no supervision while they sit in the table area and relax. No cafe inside is a huge downfall, just vending machines.",3,157132547,Too small and very crowded.
18-Apr-13,"This is a great location to take your curious kids to learn about science. There are lots of interactive experiences to be had. There's an area for eating and I noticed a number of parents had brought their lunches with them. Many mothers with babies appeared to be very comfortable. While you eat you can observe some scientists (behind the glass) going about their duties in a lab. My children were very excited. The only downer was the presentation about the brain. The young man presenting wasn't coping too well with his young audience and some of the activities were too advanced for these kids. Overall, we were glad we visited:)",4,158074894,Busy kid heaven
18-Apr-13,"Great family entertainment , lots of hands on and changes around regularly so keeps kids keen to go again, fun for parents to try different things too not limited to kiddos",5,158099337,Fun and hands on
19-Apr-13,Although I am 14 I decided to take my aunty out to show her the place I adored as a child! We got off the train and walked over the road. There are always terrific exhibits there and it is always changing! Even for me it was fun and interesting! I highly recommend a visit here! This is a place your kids will never forget!,5,158174727,A Great Day For The Kids!
21-Apr-13,"More for children than teens, but still great fun. Wouldn't spend more than a few hours there. Cafe is over priced. Exhibits are very interactive and fun.",4,158381407,Good for young ones
23-Apr-13,"Scitech is a great place for kids to learn about science and how things work. This is a very hands on place where both the kids and parents can enjoy themselves and even the parents could learn a new thing or two. With a cafe on site and free parking though limited time (unless you ask for a parking voucher to display on your dashboard), this is well worth a visit .",4,158530452,Scitech
26-Apr-13,"I loved Scitech, so open and hands on. The staff were great and informative. A must for anyone entertaining kids of all ages!",5,158858553,great!
27-Apr-13,This is a good place that young school children can lean and discover. It enables them to share with you what they have learnt at school. Good to fill in a morning or afternoon.,4,158897964,Good for young school children
2-May-13,I have brought school groups here and at different times with family. It is always a wonderful day out.,4,159406411,educational and fun
7-May-13,"Love the concept of Scitech. I really do. And I've been there four or five times: twice independently with my sprogs and the other times for ""birthday"" parties with other sugared-up kids that would love nothing better than to twist knobs and blow things up. ",3,159897823,This could be so much better
19-May-13,This venue has fun and hands on way to view science for all ages. Not just for children ...You can bring your own lunch or buy from cafe down stair. Easy to get there on public transport,4,161113934,Science made fun for all ages.
21-May-13,"We have a family pass and go quite a few times a year. Some times we go watch the movies, other days we will do the displays. Great value!",4,161395387,Get a family pass
22-May-13,"We went to visit the planetarium but it was under construction, so we took the kids in, what a fantastic place to increase the wonder of science for kids. It was affordable as things go in Perth but the interactive things that are available filled my children with excitement and helped them to learn some amazing things. we will go again. ",4,161454187,Fantastic science fun
26-May-13,"Great place to visit with the family, under 3's probably won't get as much out of it but will still enjoy. Interactive displays are learning by fun, our adults waited impatiently for their turns too. Will definitely go again.",4,161837215,Exciting for adults too
30-May-13,"I took my nephew to Scitech for the first time, although I had been before, He enjoyed it so much I had trouble getting him to leave.",5,162370233,Fantastic !
3-Jun-13,We took the grandchildren here and they just loved it...it doesn't seem to matter what age you are there is something for everyone...I learn some stuff that I'm sure I new at one time but had forgotten. and of course the grandies can teach us a thing or two.,5,162823936,Be a Kid again.
9-Jun-13,This is a great place to enjoy with kids or without.,4,163427058,Great for all to enjoy
24-Jun-13,The ever changing exhibits makes this a venue to visit at least a few times per year. Kids of all ages will be entertained and bemused by the wonders of science.,5,164985853,Great learning
29-Jun-13,"This place is great for keeping up to date and always having something new on, so no matter how many times you take your kids, there will always be new things to try, learn, watch and play with. Value for money. They do a great job!",4,165648949,Great for inquisitive kids/teens
30-Jun-13,"I like taking my kids here- they change their exhibits and displays regularly so there's always something to do and learn. Sometimes there are school visits so it gets very busy and noisy, school holidays are also busy but it's a good day out and kids find it exciting.",4,165734498,"Great for kids, very educational"
13-Jul-13,We took the grand kids here. The best way is by train or if you drive you will get a parking voucher at the entrance. Parking is underneath.,5,167394945,Kids will love it!
29-Jul-13,"SciTech is a great place for kids. Lots of noise, hands on activities and a lots of wonderful experiences. ",4,169628555,Sharing My City
30-Jul-13,"I took my grandson recently (it was our second visit!) and we both had a ball. The exhibits both stand alone and interactive are wonderful, entertaining and stimulating. Thoroughly recommended.",5,169817190,A grand child's heaven!
30-Jul-13,So much do to and see at Scitech that is both educational and fun for young and old. There are hands on activities to be done as well as very informative sessions that explain science topics and experiments. Also included in the entrance fee is the IMAX theatre that has different shows through out the day. You can spend all day there if you wanted to.,5,169867465,Fun day out for all
31-Jul-13,"I've been here a few times but the best is Adults Only Night/ After Dark. It's run twice a year, same price, same exhibition plus more. They set up a bar for drinks and have added stations where staff get you to try different experience and explain the science! They even had a Segway. ",5,170085227,Adults only night is amazing!
2-Aug-13,"If you ever wanted to meet a ""real"" scientist - come to Scitech in West Perth...you will experience hands-on demonstrations of what we scientists are fascinated by. Interactive science that is ingenious, fun, and educational.",5,170396669,Science for everyone!
3-Aug-13,Most of the hands on things there were so over used and/or broken it wasn't funny. The astronomy dome was enjoyable and informative. ,2,170526440,Needs a major update.
5-Aug-13,"What a great way to spend 3.5 hours on a very wet winter day! My 3 kids and their 3 friends had an absolute ball in SciTech, our one regret was we didn't enter the spy exhibit earlier - they kicked us out a closing time and we still didn't have the answers! The kids aged 10 - 6 had an absolute ball",4,170778162,Spy exhibition was the best!
13-Aug-13,As we were there during a week day when most kids were in school we had it to ourselves which was great. The downside to this is it looked a little shabby - but definitely worth the $30 for the two of us for 3 hours. Would definitely go again.,4,172052891,Great fun - but getting a little shabby
20-Aug-13,"This is the best attraction in the whole of Australia, and not just for kids, adults can also enjoy it! As well as being fun it is also educational, which is good. One of the best things there is a show they put on a few times a day where you would go in a sort of cinema but the screen was 360 degrees around you, it taught you about the solar system. ",5,173149831,Amazing
24-Aug-13,"There was more than enough here to keep us entertained for three hours on a wet day in Perth. We only came across two exhibits that were broken. I almost had to run to keep up with my 7 year old as he zoomed from exhibit to exhibit. We also attended a hour long educational musical (included in the ticket price) which was a good chance to rest some tired legs. Their website doesn't list a restaurant, but there is actually one next to where you purchase tickets.",4,173747006,My 7 year old didn't want to leave
25-Aug-13,My 6yo & 4yo had a blast running around from exhibit to exhibit. I thought that the family pass was a reasonable amount to pay for the couple of hors of fun we had there.,4,173866270,Good family fun
25-Aug-13,"Scitech - the name may put many off because it sounds like it will be very boring and all about science, don't let that stop you!!!! I am not a science fan myself but there are so much cool and exciting exhibitions to visit and great place for kids!",4,173890602,One of the best places in Perth!
26-Aug-13,"This is such a great day out. I first went there with my 6 yr old son 10 years ago and he LOVED it.....we went back this year and.....he LOVED it (me too, just saying).",4,174113635,GREAT day out!
10-Sep-13,This is a staple for Perth parents with young kids. We have bought an annual pass a number of times. Both of my boys enjoy their visits - especially the new exhibits.,5,176585839,Great for the kids
18-Sep-13,What a great way to spend a rainy or cool day in Perth. All of my boys ranging from 3 years to 11 years were mesmerised by this place. In fact they didn't want to stop for lunch (tip- take your own lunch) and were closing up on us. Loved seeing science being so fun for them!,5,177659224,Fantastic family day in Perth
8-Oct-13,A wonderful place to take the kids or grandkids in the school holidays. There is a lot for them to see and do and plenty of interaction activities. Our grandkids loved every minute of it.,5,180153362,Great for the kids
11-Oct-13,"We were exhausted at trying to find the place but once there we had a great time working our way around the code cracking exhibit. It really pulled us all in and we felt a sense of achievement at completing the course. Other exhibits were a little tired looking but we had fun with the bowling and cricket balls and the hang glider. Fun for kids, tweens and parents.",5,180568280,Brilliant Code Breaking
13-Oct-13,There is so much for kids to do and see here. Even chicks hatching out of eggs on display. There's lots of inter active activity and kids can just run around and go nuts. We'll definitely go back,5,180762719,Absolutely fabulous for kids
2-Nov-13,This place is outstanding. It is so educational and entertaining for kids and adults. We thoroughly enjoyed it !,4,183255400,Great for kids
19-Nov-13,"There are many interactive activities for children to explore. His favourite is a construction site which has helmets, pulley, wheelbarrows, bricks and a wall for them to build. As he plays, he interacts with the other children and learn about teamwork too. ",5,185194602,Fun Fun Fun
25-Nov-13,SciTech is a place for young and old with plenty of experiments taking place for you to participate in. Tons of fun here.,5,185776798,Explore the unknown
25-Nov-13,It is an awesome place to spend the morning or the afternoon with the kids. The older kids will benefit as much as he little ones. There are show times and kids will experience hands on science. ,5,185781621,Fun for all ages
29-Nov-13,"This is a great place for kids and parents if you like to get up close and personal with Science in motion. Our little girl is just two years and 10 months and she was easily engrossed with the several activities and gadgets set up for her age group. she adorned her construction helmet, picked up her wheel barrow, sponge bricks and was as busy as Bob the builder in a matter of minutes. It didn't matter that she had no clue that she was using a pulley system and experimenting with Newtons theory of gravity she found her own little game and system to hoist the bricks to build the wall and what fun she had doing this.",4,186223826,Little Einstein' Paradise
1-Feb-14,Oh boy what a great place to go young middle & old people!! I fall into the latter and had a great day. Go to the shows very professional and well presented and very informative. Cafe not great but not bad. Found this place by accident so glad that we did - will go back on next trip deffo!,5,192741997,Scitech
3-Feb-14,What a great place to spend a few hours for children and adults alike. Interactive fun supplies a great variety of learning experiences. Well trained staff. Great puppet show for little ones. Planetarium is definitely something to experience.,5,192923784,Hours of learning fun
3-Feb-14,"If you want a great educational and interesting day out for the children (and adults, why should they have all the fun), this is the place to go. This is learning science with fun, as you have participation in the activities. No ever has time to become bored. Great, worth more that 5 stars, and close to Perth City Centre. To finished the day, go across the road and under the railway line, and you have a shoppers paradise, with Harbour Town Shopping Centre, with all its factory outlets.",5,192934068,Grand children day out.
20-Feb-14,great hands-on items for child and adult to interact with. plenty space. lots of well trained help. working equipment mostly. Great to take school-class groups for scientific exploits.,4,194703450,professional development.
11-Mar-14,a great place to bring the kids ages from 3 - 12. fun touch things and science stuff. food and drinks are available too. transport there is easy,5,196989074,kids
19-Mar-14,"What an excellent centre!!! We thought at first that it was a small place since it was located within a shopping mall. But once inside we discovered so many interesting and fun exhibits that even my 60 year old father was playing away! Needless to say my three kids aged 5, 3 and even the 10 month old had so much fun hands-on trying the magic crystal ball, testing strength on pulleys, creating woodwork objects by hand. 4 hours were not enough to see and do everything! The staff were also friendly and helpful. ",5,197904110,We could have spent an entire day there!
19-Mar-14,We went during school holidays - was tremendously crowded but the kids didn't seem to notice. They had heaps of fun.,4,197948084,Good fun for the kids!
24-Mar-14,"our kids were reluctant to go , a bit too cool, we couldn't get them to leave!!!! they loved all the educational toys but we loved all the hidden learning that occurred.",5,198495715,fun
16-Apr-14,A good educational outing for both youngsters and their parents! Lots of instructional and educational activities for children of all ages. A brilliant place to spend a wet day during the school holidays.,4,201378693,educational and enjoyable for kids
18-Apr-14,Budding scientists abound in this entertaining and interactive playcentre. Best described as : Learning while Living- the kids loved it!,4,201644407,Entertaining
24-Apr-14,"Scitech is best visited with children, because then it is easy to try all the experiments and exhibits without feeling you are in the way of children bursting to have a go! The exhibitions and displays change regularly, so there is always something new to try and also to learn. The kids love the place and rush from experiment to experiment! Be prepared to be exhausted and, perhaps, to show your ignorance if you aren't a science buff! ",5,202514832,Be ready to be surprised!
26-Apr-14,"I went with a friend during the Easter holiday week, when it was packed with children/parents. I went to see 'We are all aliens' in the planetarium, which was very good, what I saw of it, but unfortunately I fell asleep during it - no reflection on the show itself, I just didn't get enough sleep the night before and the seat was far too comfy! I also went to 'Ignite your curiosity', a chemistry show in the science theatre - you will definitely not fall asleep during this! I walked around the 'Ingenious!' exhibitions, of which there were lots, but did not get to try any out as children were on all of them. I would go again, but only when children are in school. It was expensive enough at AUD17. I had a look through the discovery shop and it had lots of things. I didn't get any as I had to get a flight and did not want to carry more, but if you've space there is plenty of choice.",4,202813705,wish I'd gone outside of school holidays
29-Apr-14,"I took my nearly 6 year old daughter to Scitech on the last day of her school holidays, most schools had already gone back so it was a reasonably quiet day there. ",3,203294259,Staff the highlight
10-May-14,The weather hasn't been that great on this trip. This place is fantastic for the kids if it is not beach weather. World class and would definitely do it again.,5,204927610,Awesome for the kids when the weather is bad
25-May-14,"Best value for money in Perth for family fun, undercover for all seasons.",5,206934125,Great for family
