date,body,rating,id,title
2 January 2018,"This is a fantastic interactive activity for the entire family, with the only exception being older teens. It is reasonably priced, educational, safe family fun. Parents can get actively involved or relax with a coffee. Can get busy at times, however, it all just seems...",5.0,550761587,Great KId's Entertainment
30 December 2017,"On a short trip to Perth, this was the only attraction we went out of our way to ensure we spent some time at, it was highly recommended to us, and a worthwhile visit.
We arrived towards the end of the day, meaning we knew...",4.0,550165641,Quick visit
23 December 2017,"Went as a family of four with 2 daughters aged 13 & 8. Family ticket great value and spent all day there. Plenty of
Interesting hands-on activities to keep children engaged along with quality demonstrations. Being able to leave the centre allowed us to walk...",5.0,548790407,Great value educational experience
22 December 2017,"Took the family to scitech and couldn't get them out... they loved all aspects the displays the interactive activities and shows
Good family day",4.0,548566432,Scitech
22 May 2017,"We took our two grandchildren aged 9 and 5 and to be honest was a very disappointed, it was very crowed with children running amuk and parents spending more time on their phones then watching their children. I think my main gripe was that there...",2.0,486364120,Overcrowed and no structure.
21 May 2017,We've been several times and never disappointed as kids are kept soooo busy running around learning different things,4.0,486088861,Kids love it here!
8 May 2017,"One of those places that can't be covered in one day as there's so much to see and do and understand ... and learn! Not just for kids but we adults learnt a lot too! So if you're based in Perth and have young children,...",5.0,482604650,Loaded with fun educational activities! 
3 May 2017,"The place is on a smaller scale compared to Kulau Lumpur Petronsians or Singapore Science Centre, but it is still very educational and my son gets to play a lot of hands on exhibits! the bee hive is a very new thing to me!",3.0,481169707,Not bad - Good exhibits which arouse my son's interest!
27 April 2017,"Best suited to the younger crowd and kids. There is always an exhibition on something on. If you have a couple of hours free, it is worth a visit.",4.0,479322537,Always something on
19 February 2017,Great hot or rainy day activity. The kids love a trip to Scietech. Attractions are regularly updated to keep it interesting. Admission price includes access to the Planetarium. So much to see and do. With the increased focus on STEM this is a great educational...,5.0,461054661,"If you're a local, get a membership"
17 February 2017,"This is an excellent place to visit. It is suitable for adults and families. There is a puppet theatre for younger children and a demonstration theatre for older kids; features explosions and scientific demonstrations.
The main visitor centre has many interactive exhibits and there is...",5.0,460605747,Hands on interactive science centre
15 February 2017,"We had a great time at the Scitech Toddlerfest. Lots of cool, interesting and fun things for the kids to do (and also for the adults).",4.0,459976961,Such a nice place for our toddler and ourselves
15 February 2017,"A great school holiday day out. Plenty of activities for kids of all ages, also very interesting to technophobe Nanas like me. Great value for money, good wholesome catering at very competitive prices. Enjoyable day for all the family.",5.0,459933718,Science made fun
1 October 2017,Perhaps we will wait a few years until we bring our son back as I think Scitech is suited to 8 years and upwards but saying that our 5 year old had a great time but didn't understand the science behind it. I don't think...,3.0,528667652,Scitech with a 5 year old
24 September 2017,"It is possibly an ideal place to take little children or grandchildren, but unfortunately not much for young adults (high school or above). I was hoping for more displays, models, modern science rather than just games. I was in and out of the playground after...",3.0,526995548,"A good venue for kids, but not for grown-ups"
16 September 2017,Being kids at heart we enjoyed the hands on activities - especially the robot cars but our favourite was the presentation in the Planetarium.,4.0,524747601,not just for kids
13 September 2017,"We thought we would spend a couple of hours here. Five and a half hours later I dragged my 7 and 8yo away! Admission is great value, including a great planetarium and an entertaining science show as well as five huge rooms of hands on...",5.0,523940040,Getting our geek on!
18 December 2017,"I visited with my sister, brother in law and nephew. It is debatable as to who enjoyed it most... We had an awesome time. It is educational and fun.",5.0,547815421,Lovely Day out
27 April 2017,Very interesting interactive displays and demonstrations for all ages. Best to take your own lunch. We caught the train in which was very easy and convenient as it stops right outside the complex. We went during school holidays so was very crowded. Missed out on...,5.0,479321994,Something for young and old at scitech
25 April 2017,"I came here over the Eater Long Weekend. Crowds were low. The admission price wasn't to bad. We stayed over 5 hours and only had to leave as someone was picking us up, otherwise we would of been longer. I had an 8yr old and...",5.0,478707978,WELL WORTH IT!
22 April 2017,My grandchildren visited with their parents. Cost $50 admission for 2 adults 2 children & they said it was fantastic. They were there over 2 hours & could have stayed much longer but ran out of time.Said it was smaller than Canberra's but equally as...,5.0,477868802,Scitech
18 April 2017,"My partner and I had a great time - very interactive, however if you wish to be more hands on avoid school holidays",3.0,476651839,Great but avoid school holidays 
11 April 2017,one of the best interactive educational places in perth where both adults & kids can have hours of fun. well worth a trip,4.0,474544080,great
15 February 2017,"Educational and interesting for the whole family, loads to do you send hours in there just looking at everything.",5.0,459875748,Good fun
14 February 2017,Very interesting for all that goes. my grandchildren loved it. and to amuse them for a long time. highly recommmend,4.0,459653941,very educational and great for the grandchildren
14 February 2017,"Hugely entertaining, something for everyone! Hands on all the way and a great way for kids to learn. I personally love the maze and the Saigon tower puzzle. Can be a zoo on school holidays, but with all the energy that kids have, it is...",5.0,459435681,A great place for kids and adults alike!!
12 February 2017,This is an interactive place where you learn things in a fun environment. It is interesting and gets the brain thinking. A great experience.,5.0,458898164,Love this place - great for young and old.
18 January 2017,A great way to spend a day with the kids having fun and learning about science at the same time. Lots of hands on activities. Family pass was $52. Free parking. Make sure you buy your ticket online to avoid the queue at opening time....,4.0,452862394,"Fun, Learning Experience for the Kids"
12 September 2017,"I took my 5 year old grandson there today for a treat. It really is a treat because it costs a lot of money to get in. Still, he loved it and ran excitedly from exhibit to exhibit. He was underwhelmed by the show in...",3.0,523721031,Is the puppet show for real??
8 September 2017,"It's always interesting in there and changes what's in there depending on what time of year you, it's a def winner for kids",4.0,522612640,Great for kids
7 September 2017,"Attended with year 2 children and teachers. We had a guide for some of the experience which helped group the kids and give them a basic understanding for those who hadn't attended before.
Children's love day exploring but was hard with a larger group. Some...",3.0,522108229,School excursion
29 August 2017,We went with our children. The museum is informative and exciting. The hands on exhibits are fun. The planetarium was excellent. I highly recommend a visit,5.0,518614729,Great musuem for kids
29 August 2017,Its a must see when going to Perth. This place makes science fun. I loved it and my kid loved it to. We will be going back. Inside there are tables near vending machines. Outside near the entrance there is a great place to eat...,5.0,518607597,Fun
7 December 2017,"This place is a lot of fun, only for kids. On one of Perth's rare rainy day, it's definitely worth checking out, passing time.",3.0,545551052,good for kids
3 December 2017,"We took some children earlier this year and they had a ball whiling away about four hours, we also enjoyed ourselves learning things along the way and knowing the children were in a safe environment so we could give them a bit more freedom to...",4.0,544732200,Great for childrenW
1 December 2017,We filled in a good 3 or 4 hours here with our 3 year old daughter. She had great fun playing with all the exhibits and trying all the different things. Favourite was the area where she got to build a wall out of foam...,4.0,544316284,great way to occupy kids for few hours
23 November 2017,great for a school holiday activity with primary aged children. Heaps of interactive displays and shows to watch,4.0,542740925,Scitech making science fun
16 November 2017,"The kids enjoyed this very much! They explored age-appropriate activities / exhibits / displays. The Planetarium was really really good. They have a puppet show, an interactive show for young kids. It's like watching the TV show High 5, live and with your kids as...",5.0,541278000,Impressive Applied Science!
26 March 2017,"We had a great day here and loved the first show we saw (can't remember the name of the guy who presented, but he had dreadlocks). The presenter seemed to really enjoy what he was talking about and was happy to chat with us after....",4.0,470215389,fun day out
25 March 2017,"We went with out 2yr old and 7 month old. The kids were highly entertained, so much more for them to see and play with than we expected. We didn't get a chance to see the shows but still managed to spend quite a bit...",5.0,470009718,Awesome!
5 March 2017,"Not really a museum, just simplified and disappointingly dumbed-down ""science entertainment"" for young kids. About as much fun for an adult as a Wiggles concert. Bring earplugs.",3.0,464720380,Distraction for young children only
2 March 2017,"Scitech is a fun place with seasonal exhibitions. My favourite was the 360 degree bicycle. However, the jewel in the Scitech crown is the planetium. A huge doomed screen that takes you on a journey through the solar system. Great for friends and family.",5.0,464011016,Awesome planeturium.
20 October 2017,What a day it was at Scitech! We went during school hollidays so there were a lot of kids to compete with. Enjoyed the planetarium the best especially the shows narrated by Neil deGrasse Tyson. Also loved the Mindball game - it was pretty fun...,5.0,534568058,A Day of Fun with Science
10 October 2017,"Located at Sutherland street, west Perth, the Scitech is a specialty museum with plenty of demos but the hands on activities/exercises take time . Open 930 to4 pm ,There is a lot to do for all age groups but especially for kids like puppet and...",3.0,531684780,Scitech
6 October 2017,Definitely worth a visit. Loved the planetarium and the Whodunnit exhibition was excellent. Kept my 10 year old daughter and friends entertained for hour . Great for the adults too thoroughly enjoyed our visit very educational,5.0,530392091,Great 
5 October 2017,"sufficient demo and workshops by Scitech. however, the timings are too close and would take up the whole day if you are interested in the hands on exhibits. There are loads of things to do for the kids between the age of 7 to 12...",5.0,530069291,Experience at Scitech
9 January 2017,We booked the Dark Universe show in the Planetarium and while we were waiting took part in the multitude of hands on experiments that started at the very basic right up to bionic limbs and how you interact with them. The Planetarium was a real...,5.0,450620351,This is hands on and all ages will love it
9 January 2017,We arrived after three o'clock and there was a reduced entrance fee - only $34 for two adults. We had a great time and there was loads to learn. We had missed the last planetarium show but there was a smaller show on which was...,5.0,450582475,An afternoon at Scitech - suitable for kids and adults!
6 January 2017,"can be tricky to find for tourists, plenty of good and interesting interactive things for adults and kids, cafes and public toilets, there is a cost to enter, not cheap but reasonable, make sure you pay for underground parking.",4.0,449837230,always good for the kids
5 January 2017,"I have been to Scitech on several occasions. Every time I go, the displays are different. With all the interactive science displays,this is such an interesting outing, both for children and adults. The daily run information sessions and theatre pieces are professionally produced and provide...",4.0,449380061,Engaging for all ages
29 December 2016,"we're a Scitech member and visit this place regularly. Its awesome for both kids and similarly curious parents. Exhibits and displays are changing so each time we go in there's a different theme. Kids love some of the hands on displays.
The underlying learnings are...",5.0,447318778,Great place to keep kids occupied
27 December 2016,'We've never visited a planetarium before. Scitech has enough kids activities and fun stuff to last the whole day. The planetarium was very interesting to watch. Great for the kids to learn Astronomy.,5.0,446901180,Must Visit
8 December 2016,"Scitech is continuously changing its presentations, but they are almost always great. It's really fun for the younger kids, and its SUPER educational. Parents won't be able to zone out, but its not chaotic and tiring. I think its great to have this attraction in...",5.0,442766896,Fun for the brain
18 December 2016,This is such a good experience for kids. I have been there many times for excursions before. Scitech has really cool exhibitions that teach kids in a fun way. They are always updating their shows so you can go back as many times as you...,5.0,444941035,Very Interesting
18 December 2016,"Fun place to take your kids but should include advice on visitor info that it is not really an adult attraction, too simplistic for adult enjoyment.",2.0,444907048,Kids only
14 December 2016,"I have been to scitech multiple times like i am sure many other perth and surrounds inhabitants have been, and every time it gets a lot duller. even the first time no one in my friend group actually enjoyed the experience and the high price...",3.0,444106968,Needs to be updated
13 December 2016,"My children enjoyed the place very much and the exhibits were very interesting and interactive. There were also interesting activities and shows at various timings for the children. However, it would be good to bring your own lunch as there were no café, only vending...",4.0,443995949,Very good shows at the Planetarium
26 September 2016,"This place is really cool and an ideal day out for small and big kids! There's loads to do and it's also educational, plus the themes change regularly so it keeps things interesting.",4.0,422295067,Lots of fun
28 November 2016,"It was the place to go many years ago, but its getting old and dated now. They just can't keep up without the funding and that is a shame. I think more needs to be invested into this icon of WA. It was the first...",3.0,440486102,Getting old and Dated
27 November 2016,"We had a family outing and enjoyed all the interactive themed areas, The observable bee hive is a fascinating watch as was the 3d printing, we loved the planetarium",5.0,440218934,for young and old what fun The observable bee hive is a fascinating watch
20 November 2016,"We have always something to learn even us ""adult"" .
If you have any kids or you have any curiosity about science go there, you can't miss this place.",4.0,438709758,Interesting
15 November 2016,"A real hands on experience, lots of fun exhibits that keep you entertained for hours right down to 3 year olds. The Planatarium is well worth a visit.",5.0,437278924,"Great place to take the kids, of any age!!"
6 November 2016,"My kiddo loved the place. There are quite a few really cool interactive exhibits that will keep the kids (and dad's) busy for hours.
I recommend getting there when the place opens because it starts to get pretty crowded by midday on the weekends.",4.0,434970284,Pretty good but go early
10 September 2016,You can lose yourself in Scitech ... there are lots of interactive things to see and do. Its great for young kids and inquiring minds of all ages,4.0,416699627,terrific Techno Time-killer
10 September 2016,"What a fantastic place. Coming from Canberra with our young son (2yr old) we thought we would use our Questacon membership to access SciTech. We could not have had a better time. Great hands on displays for all ages, and surprisingly quiet for a Saturday....",5.0,416690164,Brilliant
31 August 2016,"Always a favorite for locals & tourists alike, this interactive science center will have you & your kids amused for hours. Don't be put off by the entrance price as you consider that this is easily 3_4 hours of interactive fun. There are also free...",5.0,412969941,Great for kids
30 August 2016,Came here with children aged 14 & 9. While they enjoyed some of the activities they soon got bored. The planetarium however was brilliant for all ages. The theatre was aimed at the very young.,3.0,412535809,Better for younger children
26 October 2016,"We took our grandkids and found things to keep them happy and also interest us. Very few places will give you that, so thumbs up for Scitech!",5.0,431663993,Something for kids of all ages
6 November 2016,"We visited with kids aged from 1 to 12 and everyone had a great time. There are activities for all ages. As well as the hands on activities there's a planetarium, science theatre and puppet show-for smaller kids. There's also an area just for 3-7...",5.0,434968292,Fantastic place to visit with kids
4 November 2016,"A wonderful place to take the kids, very educational but most of all fun. My boys love going there and playing with all the various exhibits. Would be nice if they were changed more often and we would go there every other week, but sadly...",5.0,434584516,Awesome fun for all!
31 October 2016,"Over the years we have visited Scitech with our grandchildren , it is a place they can go to and have so much fun and also learn a lot worth a visit, busy at school holiday time, but still worth the visit",5.0,433146027,Great place to visit for kids and families been there many times with grandchildren
31 October 2016,Great trip with kids. Planetarium shows are fantastic. Must see. Ticket price is reasonable. Harvey Norman is in the same mall. Trip is simple and convenient. Parking is free.,5.0,433082762,Fantastic
21 August 2016,"Excellent hands on science experiments for kids and adults. The attached planetarium program was also excellent, and programs ran hourly. We spent and hour on the science experiments and 45 minutes on the planetarium program. The noise level tends to be high because the kids...",4.0,408191022,Great Hands on Science Experiments
28 August 2016,"This activity was great value for money, and suitable for all ages, there is something to entertain everyone in here, it would also be a great rainy day activity to keep kids amused, I particularly loved the visible bee hive.",5.0,411774318,"Fun, Interactive and Educational"
26 August 2016,I had a 3 year old recovering from surgery and a 6 year old to keep occupied. I was worried Scitech would be 'too old' for them but they had a lot of new exhibits I hadn't seen before that targeted the younger age bracket....,4.0,411017638,Trying to reach a younger crowd
24 August 2016,Great resource to let kids learn science using hands-on exhibits and shows demonstrating science in an entertaining way.,5.0,409894132,Great for the kids
23 August 2016,"A pretty good place for a rainy day in Perth (not many of those!). Many things for kids to try and interact with, but in my opinion the Scitech main area leans too much towards play than learning or demonstrating any serious scientific principles. The...",3.0,409065547,Strictly for kids
23 August 2016,We took my 2 year old daughter to the toddlerfest 2016 which seem to have a great time running around and playing with everything. The place just seemed a little dated and numerous attraction were out of order. Not a bad day out.,3.0,409039742,Good School Holiday Day Out
24 October 2016,"We took our grandchildren here for a day out and although there was quite a gap in their ages , all of them had a great day.
I strongly recommend this place as it's a very cost effective day out and it will keep the...",5.0,430932527,Great Day Out
18 October 2016,"We had the mobile Scitech come to our daycare centre. It was just two girls that put on the show and they were good and the children loved it, well done",5.0,429032289,Awesome
9 October 2016,"The place hasn't changed much since I went their as a kid, still plenty of thing to keeps kids entertained, price relatively cheap for a couple hours of hands on fun:)",4.0,426232402,Mother son trip
8 October 2016,"The children could've spent all day here exploring scientific concepts.The things they enjoyed the most were controlling robots, making flying spinners and movie in the Planetarium , but there are so many activities and things to try that we ran out of time in the...",5.0,425983056,Hands on Fun!
5 October 2016,"My three kids, 12, 10, & 8, all loved this place. If you're into astronomy and the universe then I highly recommend checking out the planetarium's capturing the cosmos feature. This was by far one of the most remarkable shows I've ever seen. The 360...",5.0,425058317,Great place to take the kids!
24 July 2016,Terrific for the kids to see all things scientific and beyond. Great for inspiring their imagination.,4.0,396034087,Great for kids
11 August 2016,"Ive been to different museums, but this one is way more fun than others. Play with all the objects you find and understand a little more how things work. Its a good plan for an afternoon or a morning as it takes some time to...",5.0,403893512,Cool Interactive Museum
11 August 2016,"Even with older kids this is truly a great place to visit. We went to a special evening visit and loved it. Observatory show was literally out of this world.
Main area has more interactive stations than our time allowed us to visit.",5.0,403842783,Evening visit
8 August 2016,"Well, we have visited on few occasions and my view has not changed. It is good fun for the kids, no doubt about that, but as it's enclosed there is heaps of noise so you get sick of it pretty soon.",3.0,402536028,Very noisy
3 August 2016,"Grandsons from America, very interesting, hands-on, educational & mostly fun outing. Staff quite helpful & good with kids.",4.0,400637700,School holidays experience.
2 August 2016,"Feels different when i go explore inside,so many cheerful kids playing here.
This place is fun XD and so many new things i see here",4.0,400197811,Fun
4 October 2016,"My toddler loves things, my young boy and girl love different things, and the teenagers also seem to enjoy it. I also get caught up in the fun and drag the kids around after me to play longer at some sections.
Recommend!",5.0,424989967,Great for kids and adults of all ages
1 October 2016,Want a great day out with the kids? then take them to SciTech. Non stop entertainment and science education all day. Love the place!,5.0,423977182,Kids fun galore
30 September 2016,"This museum is amazing for the whole family! Lots of great shows for everyone - Puppet show for the young ones, light show which is very interactive with the audience, Planetarium which was showing Dark Universe is very good and shows lots of information about...",5.0,423744422,Informative yet fun!
27 September 2016,"It is good but not great, compare to Science World in Vancouver or somewhere like Epcot in Florida and you would be dissapointed. A lot of the thjngs are run down, missing bits or broken - lots of kids and not really enough to do...",3.0,422674752,"Pretty good, lacks the wow of similar set ups worldwide "
24 July 2016,Was my first time there and took my 18 month old! It was great and so entertaining for her age group and the dinosaur exhibition was amazing!,5.0,395999151,Toddlerfest
23 July 2016,"This is the perfect place to take a family of young children and still have fun yourself. With ever-evolving attractions and friendly staff, it's a must-do for school holidays",5.0,395762553,Great family fun
23 July 2016,"I have visited Scitech many times over the years, from primary school to university, and each time I have enjoyed all of the displays. They are informative, interactive and most importantly enjoyable. I now enjoy taking my younger siblings and watching them enjoy the wonders...",5.0,395761525,Favourite Science Museum 
23 July 2016,"Scitech is aimed at getting kids interested in science. It does that well, there are plenty of things to keep kids interested for a few hours. Scitech is in West Perth, not far from the City.",4.0,395732320,Something for young boffins
23 July 2016,Whether you are a science lover or not you'll find science fun there. you will have projection of the universe and loads of activities. you can easily spend a whole day there. although a bit costly its worth one visit atleast.,5.0,395680587,great day activity especially if you have kids
30 July 2016,There is a bunch of these places popping up around the country. Questicon in Canberra is one of them. We spent only 2 hours here though easily could have spent 5 & wish we had. If/when we return to Perth will go here again.,5.0,399113536,Fully recommend
26 July 2016,"Great place to visit in a rainy day with kids of all ages, even the adults will be kept busy. Money well spent! Easy access by train or car, parking nearby.",5.0,397160431,Lots of activities
26 July 2016,Great place for kids and adults for all ages who is keen to learn something new in an interactive way of science. I went to see 'We are Aliens!' show in the Planetarium. It was stunning and spectacular. I felt like I'm in a different...,5.0,396960309,Planetarium rules!
24 July 2016,"We were taken there in the school holidays with our 4 grandchildren (9 to 16 yrs). The visit was explosive, spent about 4 hours there and we had as much fun as the children. Good coffee shop just outside in City West Centre but there...",5.0,396049414,Planetarium
7 July 2016,One of my favourite places to go with children. They love it and we enjoy it too. The themes change regularly so it is always different each time you go.,5.0,390002383,Always changing and exciting for kids and adults
9 June 2016,kids bored holidays too long...Scitech always winds back the pressure one of our standbys when the kids are ratty!!!!!!!,5.0,381036210,kids great experience
22 July 2016,"We visited here last week with our 15 year old on a trip from Sydney. At first I thought it was all going to be 'too young' for our son but we were wrong. Admission prices are very reasonable and, for me, the trip into...",5.0,395277902,"Probably a Must Do If You Are Visiting Perth, Especially With Children"
19 July 2016,"I loved it here and the kids had a blast, trying all the science experiements! I would love to go back for the adult after dark nights.",5.0,393997209,It was so cool!
15 July 2016,"A great way to spend a rainy (half) day. Lots of interactive exhibits, a great dinosaur puppet show and also watched an imax movie pondering if we are alone in this universe.",4.0,392724652,Great interactive fun for all
13 July 2016,Great place to go but not so good if busy. Lots of interactive fun. Cafe area. Easy for kids to get distracted and lost.,3.0,391989657,Crowded but fun
4 July 2016,Sci tech is a really cool place where they teach you stuff from tech to geography to science and everything else with lots of practical and involvement from the kids. The planetarium is great as well and they always have a great host hosting the...,5.0,389104310,Where your kids(and you) learn and play
1 July 2016,"SciTech is highly recommended for children who are inquisitive and love to discover how things work - there is so much to do there, for both young and old!",4.0,387938093,Great place to take the kids during school holidays!
29 June 2016,perfect place for the kids to let off steam and learn about all kinds of stuff. Adults learn a bit as well. The activities change regularly so even if you visited 3 or 4 times a year it would never be the same. A great...,5.0,387270188,sci tech headache relief
29 June 2016,"Been here with my two teenagers on a weekday. Lots of small school children that they felt out of place. But after awhile, they pretty much enjoyed tinkering around. Very engaging and interesting how science works. Watch the Math plus explosion at the Science Theater...",4.0,387209977,Interesting even for adults 
28 June 2016,"This is an interactive science museum with activities for kids of all ages. It is well run and well maintained. It is situated in the middle of a small shopping mall so if you need some bit of shopping done you can do too!
There...",5.0,386912389,Allow plenty of time.
8 June 2016,"Went to Scitech with 6yo daughter and enjoyed it probably more than she did. Been a while since we had gone there but a lot of the exhibitions were the same.
Planetarium was interesting for older people - but probably too much talking and not...",3.0,380687451,Interesting but needs ipdate
18 May 2016,This place is suitable for family with young children. Its fun for the younger ones and adults. There are more activities for children to take part and enjoy.,5.0,374097683,Suited for Family with Young Children 
5 May 2016,"As a kid, we visited Scitech numerous times, so I was excited to go back after 15 years. Many of the activities have been around for years, but there is alot of new things to do. There's a section for younger children as well. The...",5.0,370304109,Great day out for the kids
29 April 2016,"This Scitech is very nice! We were scared that its just for children but adults can enjoy fun too! :-) Its informative, interesting and funny. Ticket to the Scitech include entrance to Planetarium too and you can see 2 interesting films. You can go there...",4.0,368608173,Its not just for children
28 June 2016,"A trip to SciTech and I thought oh well the grand-kids will love it, but guess what WE LOVED IT TOO!! A really great day out and it just went on and on and on with greatness. Then when you thought that it couldn't get...",5.0,386607769,For the Big Kids Too!!
18 June 2016,Great day out for the kids. Loads and loads for them to do. They have fun playing with things but learn about science at the same time. The shows are education and very interesting.,4.0,383635571,Great place for kids
17 June 2016,My son truly enjoyed the experience and learned a lot of science. We have booked for the next one and he is looking forward to it.,5.0,383372633,Love this Place - very educational
15 June 2016,"Took two boys (10 & 11) in the April school holidays. Lots of people but lots of activities available. They, and I, enjoyed making helicopters and spinning saucers, dodgem balls, co-operating as a space team, learning about gravity, heat transference, levitation, angles, hearing tests, astronomy,...",4.0,382778604,Young scientists at play!
25 April 2016,Great fun for the family. There are many interesting display and exhibitions. Place is a little tired and run down however I believe they are moving eventually.,4.0,367101427,Good family fun
25 April 2016,As a home schooling mum this is a 'must do'. There are so many hands on activities for all age groups and there are many new additions and changes throughout the year. Take all day! It's fun while you learn!,5.0,367066955,Love This Place.......So Much To Do!
21 April 2016,"This is a great hands-on science education facility. You need to experience the Planetarium, Discoverland (for little kids), Lotterywest Science Theatre and the Tesla Coil, and all the hands on exhibitions. Love it everytime I go with my family.",5.0,365847712,Science at Scitech
21 April 2016,Came here on a recommendation. Great afternoon with the kids enthralled - moans all around when it was closing time. Lots of interactive stuff to do and the astronauts section well worth spending a decent amount of time in.,5.0,365787458,A rainy afternoon well spent...
20 April 2016,Went here with my au pair kids and they loved it. You can easily spend the whole day there. But after five hours on a busy day we were pretty tired.,4.0,365610130,Fun but busy!
30 October 2015,A place for kids that are looking to experience and discover some new and old technologies in a fun and vibrant environment. WE go there regularly. Highly recommended!,5.0,323159198,Good for kids!
26 October 2015,Fantastic experience for adults and children alike! Ideal to help children solve the how's and why's. Plenty oh hours of fun under 1 roof.,4.0,321980117,Excellent hands on experience
24 October 2015,"The kids have never been so entertained and happy.
If you have kids.....you have to bring them here. Awesome!!!!
We spent the whole day here, adults can have fun too and get involved. It's great for a rainy day.",5.0,321274302,Awesome place to go with kids
23 October 2015,"We have fond memories of Scitech taking our children there years ago. We had the opportunity to take our nephews there, and were disappointed. Scitech, when we visited, seemed to cater for the younger crowd (4-9 year old). Our youngest was 10 and he found...",3.0,321093115,"Great for young children, otherwise, pretty average"
