date,body,rating,id,title
14 June 2011,"We have been visiting Scitech ever since we moved to Western Australia. Our son was then 17 and he enjoyed it. He's now 29 and still likes to go, but now we also take his young cousins, aged 10 and 12. We first took the twelve year old when he was four and the magic has stayed. Especially recommend the Imax cinema and the space movie. I could sit through it time and again.",4.0,113304909,Fun for every generation!
31 December 2011,"It is all that complicated science explained so simply through hands on experience. Displays are always changing so you can go again & again. Given every city seems to have a """"SciTech"", I'd recommend visitors to Perth to visit the unique sights of Perth rather than this attraction.",4.0,122320922,Learn by Experience
1 January 2012,I often take my son here as it's such fun for kids (and grown up's),5.0,122344367,Great fun
31 December 2011,"It is all that complicated science explained so simply through hands on experience. Displays are always changing so you can go again & again. Given every city seems to have a """"SciTech"", I'd recommend visitors to Perth to visit the unique sights of Perth rather than this attraction.",4.0,122320922,Learn by Experience
30 December 2011,"Will never fail all ages as the exibits change....Food is an issue, either downstairs in the centre cafe or within the venue itself its limited. Best to do a morning and go elsewhere for lunch like stickey beakys at Kings Park.",4.0,122274072,Variation Rules...
20 December 2011,An educational experience for the whole family. Have fun while learning.,4.0,121907650,Education centre
30 December 2011,"Will never fail all ages as the exibits change....Food is an issue, either downstairs in the centre cafe or within the venue itself its limited. Best to do a morning and go elsewhere for lunch like stickey beakys at Kings Park.",4.0,122274072,Variation Rules...
20 December 2011,An educational experience for the whole family. Have fun while learning.,4.0,121907650,Education centre
14 June 2011,"We have been visiting Scitech ever since we moved to Western Australia. Our son was then 17 and he enjoyed it. He's now 29 and still likes to go, but now we also take his young cousins, aged 10 and 12. We first took the twelve year old when he was four and the magic has stayed. Especially recommend the Imax cinema and the space movie. I could sit through it time and again.",4.0,113304909,Fun for every generation!
24 January 2010,"Great place for the whole family, you will definately find out things you never knew before. The planetarium show is realistic and entertaining. There is something for all ages, from puppet shows to baby chicks to science displays for the older kids.",5.0,54197740,"Great place for the whole family, you..."
6 January 2012,i like learning new stuff about science and i love science,4.0,122634419,scitech is awesome
6 January 2012,The CSI evening event was fantastic. All the exhibitions are itneresting and interactive.,5.0,122633910,Fun!
2 January 2012,"Future Scientist beware, you are missing out if your parents don't take you for a day out at SciTech. Lose your kids there, as they immerse themselves in exploring gravity, technology and a whole heap of other occupying scientific experiments and ideas aimed to create interest and satisfy curiosity. ",5.0,122406059,Every Kid should visit - Mums and Dads will enjoy too!
1 January 2012,I often take my son here as it's such fun for kids (and grown up's),5.0,122344367,Great fun
31 December 2011,"It is all that complicated science explained so simply through hands on experience. Displays are always changing so you can go again & again. Given every city seems to have a """"SciTech"", I'd recommend visitors to Perth to visit the unique sights of Perth rather than this attraction.",4.0,122320922,Learn by Experience
7 January 2012,My grandchildren and I had a lovely day at Sci-Tech.,4.0,122688621,Good for kids
6 January 2012,i like learning new stuff about science and i love science,4.0,122634419,scitech is awesome
6 January 2012,The CSI evening event was fantastic. All the exhibitions are itneresting and interactive.,5.0,122633910,Fun!
2 January 2012,"Future Scientist beware, you are missing out if your parents don't take you for a day out at SciTech. Lose your kids there, as they immerse themselves in exploring gravity, technology and a whole heap of other occupying scientific experiments and ideas aimed to create interest and satisfy curiosity. ",5.0,122406059,Every Kid should visit - Mums and Dads will enjoy too!
1 January 2012,I often take my son here as it's such fun for kids (and grown up's),5.0,122344367,Great fun
12 January 2012,"this is brilliant for kids, very interesting for Adults also. But definately worth kids going too and central to perth.",5.0,122957351,GREAT INTERESTING
7 January 2012,My grandchildren and I had a lovely day at Sci-Tech.,4.0,122688621,Good for kids
6 January 2012,i like learning new stuff about science and i love science,4.0,122634419,scitech is awesome
6 January 2012,The CSI evening event was fantastic. All the exhibitions are itneresting and interactive.,5.0,122633910,Fun!
2 January 2012,"Future Scientist beware, you are missing out if your parents don't take you for a day out at SciTech. Lose your kids there, as they immerse themselves in exploring gravity, technology and a whole heap of other occupying scientific experiments and ideas aimed to create interest and satisfy curiosity. ",5.0,122406059,Every Kid should visit - Mums and Dads will enjoy too!
18 January 2012,"An amazing place for kids and adults to explore and learn, but only take people who want to learn, wasted on adults who go for the wrong reason. Set aside at least 4 hours.",5.0,123248813,great fun
17 January 2012,A wonderful place to take children with so many educational exibits there and lots of hands on stutt,4.0,123187401,Sci Tec
17 January 2012,Interesting enough on the first visit - but not out of this world.,3.0,123186105,Average
15 January 2012,"What a great place for youngsters and oldies. A great place to walk around and discover amazing facts. If they had a place like this when I was growing up, I would have had a much greater interest in science than I did. Highly recomend it for taking children as many of the displays are interactive, hands on, and the kids love them.",5.0,123096344,Education Plus
12 January 2012,"this is brilliant for kids, very interesting for Adults also. But definately worth kids going too and central to perth.",5.0,122957351,GREAT INTERESTING
15 January 2012,"What a great place for youngsters and oldies. A great place to walk around and discover amazing facts. If they had a place like this when I was growing up, I would have had a much greater interest in science than I did. Highly recomend it for taking children as many of the displays are interactive, hands on, and the kids love them.",5.0,123096344,Education Plus
12 January 2012,"this is brilliant for kids, very interesting for Adults also. But definately worth kids going too and central to perth.",5.0,122957351,GREAT INTERESTING
7 January 2012,My grandchildren and I had a lovely day at Sci-Tech.,4.0,122688621,Good for kids
6 January 2012,i like learning new stuff about science and i love science,4.0,122634419,scitech is awesome
6 January 2012,The CSI evening event was fantastic. All the exhibitions are itneresting and interactive.,5.0,122633910,Fun!
17 January 2012,A wonderful place to take children with so many educational exibits there and lots of hands on stutt,4.0,123187401,Sci Tec
17 January 2012,Interesting enough on the first visit - but not out of this world.,3.0,123186105,Average
17 January 2012,Interesting enough on the first visit - but not out of this world.,3.0,123186105,Average
15 January 2012,"What a great place for youngsters and oldies. A great place to walk around and discover amazing facts. If they had a place like this when I was growing up, I would have had a much greater interest in science than I did. Highly recomend it for taking children as many of the displays are interactive, hands on, and the kids love them.",5.0,123096344,Education Plus
12 January 2012,"this is brilliant for kids, very interesting for Adults also. But definately worth kids going too and central to perth.",5.0,122957351,GREAT INTERESTING
7 January 2012,My grandchildren and I had a lovely day at Sci-Tech.,4.0,122688621,Good for kids
15 January 2012,"What a great place for youngsters and oldies. A great place to walk around and discover amazing facts. If they had a place like this when I was growing up, I would have had a much greater interest in science than I did. Highly recomend it for taking children as many of the displays are interactive, hands on, and the kids love them.",5.0,123096344,Education Plus
12 January 2012,"this is brilliant for kids, very interesting for Adults also. But definately worth kids going too and central to perth.",5.0,122957351,GREAT INTERESTING
7 January 2012,My grandchildren and I had a lovely day at Sci-Tech.,4.0,122688621,Good for kids
6 January 2012,i like learning new stuff about science and i love science,4.0,122634419,scitech is awesome
20 January 2012,This place is great for school holidays....my kids loved it and so did I...they have fun & learn at the same time...I like that!,5.0,123338725,Scitech
18 January 2012,"An amazing place for kids and adults to explore and learn, but only take people who want to learn, wasted on adults who go for the wrong reason. Set aside at least 4 hours.",5.0,123248813,great fun
17 January 2012,A wonderful place to take children with so many educational exibits there and lots of hands on stutt,4.0,123187401,Sci Tec
17 January 2012,Interesting enough on the first visit - but not out of this world.,3.0,123186105,Average
15 January 2012,"What a great place for youngsters and oldies. A great place to walk around and discover amazing facts. If they had a place like this when I was growing up, I would have had a much greater interest in science than I did. Highly recomend it for taking children as many of the displays are interactive, hands on, and the kids love them.",5.0,123096344,Education Plus
4 February 2012,cant believe how much fun you can still have here as an adult. They do a fantastic job with the changing exhibits and the standard stuff (is that Handel's watermusic I hear?),4.0,124104166,hell yeah!
24 January 2012,A great place for kids of all ages to experience all kinds of weird and wonderful scientific gadgets.,5.0,123548730,Great for kids of all ages
20 January 2012,This place is great for school holidays....my kids loved it and so did I...they have fun & learn at the same time...I like that!,5.0,123338725,Scitech
18 January 2012,"An amazing place for kids and adults to explore and learn, but only take people who want to learn, wasted on adults who go for the wrong reason. Set aside at least 4 hours.",5.0,123248813,great fun
17 January 2012,A wonderful place to take children with so many educational exibits there and lots of hands on stutt,4.0,123187401,Sci Tec
24 January 2012,A great place for kids of all ages to experience all kinds of weird and wonderful scientific gadgets.,5.0,123548730,Great for kids of all ages
20 January 2012,This place is great for school holidays....my kids loved it and so did I...they have fun & learn at the same time...I like that!,5.0,123338725,Scitech
18 January 2012,"An amazing place for kids and adults to explore and learn, but only take people who want to learn, wasted on adults who go for the wrong reason. Set aside at least 4 hours.",5.0,123248813,great fun
17 January 2012,A wonderful place to take children with so many educational exibits there and lots of hands on stutt,4.0,123187401,Sci Tec
17 January 2012,Interesting enough on the first visit - but not out of this world.,3.0,123186105,Average
6 February 2012,lots of different experiences for the children and parents a great place to go on the school holidays ,4.0,124176369,Plenty for the children to do
4 February 2012,cant believe how much fun you can still have here as an adult. They do a fantastic job with the changing exhibits and the standard stuff (is that Handel's watermusic I hear?),4.0,124104166,hell yeah!
24 January 2012,A great place for kids of all ages to experience all kinds of weird and wonderful scientific gadgets.,5.0,123548730,Great for kids of all ages
20 January 2012,This place is great for school holidays....my kids loved it and so did I...they have fun & learn at the same time...I like that!,5.0,123338725,Scitech
18 January 2012,"An amazing place for kids and adults to explore and learn, but only take people who want to learn, wasted on adults who go for the wrong reason. Set aside at least 4 hours.",5.0,123248813,great fun
6 February 2012,"Liked the non structured feel, nice to be able to let the kids take their time on different activities. Great to take up lots of time in the airconditioning too!!",5.0,124184028,sci tech
6 February 2012,lots of different experiences for the children and parents a great place to go on the school holidays ,4.0,124176369,Plenty for the children to do
4 February 2012,cant believe how much fun you can still have here as an adult. They do a fantastic job with the changing exhibits and the standard stuff (is that Handel's watermusic I hear?),4.0,124104166,hell yeah!
24 January 2012,A great place for kids of all ages to experience all kinds of weird and wonderful scientific gadgets.,5.0,123548730,Great for kids of all ages
20 January 2012,This place is great for school holidays....my kids loved it and so did I...they have fun & learn at the same time...I like that!,5.0,123338725,Scitech
12 February 2012,"Scitech is a great day out for kids and adults alike, Interactive to keep the kids and parents entertained for hours. ",5.0,124452356,Great for kids
6 February 2012,"Liked the non structured feel, nice to be able to let the kids take their time on different activities. Great to take up lots of time in the airconditioning too!!",5.0,124184028,sci tech
6 February 2012,lots of different experiences for the children and parents a great place to go on the school holidays ,4.0,124176369,Plenty for the children to do
4 February 2012,cant believe how much fun you can still have here as an adult. They do a fantastic job with the changing exhibits and the standard stuff (is that Handel's watermusic I hear?),4.0,124104166,hell yeah!
24 January 2012,A great place for kids of all ages to experience all kinds of weird and wonderful scientific gadgets.,5.0,123548730,Great for kids of all ages
26 February 2012,There are many science interactive exhibits that both adults and children will like. A great learning tool for children at schools.,4.0,125210030,Great fun for children and adults alike!
15 February 2012,This is a great place to take kids of all ages so much to see and do in side,5.0,124615272,an outing worth going to for all the family
12 February 2012,"Scitech is a great day out for kids and adults alike, Interactive to keep the kids and parents entertained for hours. ",5.0,124452356,Great for kids
6 February 2012,"Liked the non structured feel, nice to be able to let the kids take their time on different activities. Great to take up lots of time in the airconditioning too!!",5.0,124184028,sci tech
6 February 2012,lots of different experiences for the children and parents a great place to go on the school holidays ,4.0,124176369,Plenty for the children to do
15 February 2012,This is a great place to take kids of all ages so much to see and do in side,5.0,124615272,an outing worth going to for all the family
12 February 2012,"Scitech is a great day out for kids and adults alike, Interactive to keep the kids and parents entertained for hours. ",5.0,124452356,Great for kids
6 February 2012,"Liked the non structured feel, nice to be able to let the kids take their time on different activities. Great to take up lots of time in the airconditioning too!!",5.0,124184028,sci tech
6 February 2012,lots of different experiences for the children and parents a great place to go on the school holidays ,4.0,124176369,Plenty for the children to do
4 February 2012,cant believe how much fun you can still have here as an adult. They do a fantastic job with the changing exhibits and the standard stuff (is that Handel's watermusic I hear?),4.0,124104166,hell yeah!
27 February 2012,Probably the best science oriented set up for younger kids.,5.0,125266906,"A Must for all kids, even adults can learn something"
26 February 2012,There are many science interactive exhibits that both adults and children will like. A great learning tool for children at schools.,4.0,125210030,Great fun for children and adults alike!
15 February 2012,This is a great place to take kids of all ages so much to see and do in side,5.0,124615272,an outing worth going to for all the family
12 February 2012,"Scitech is a great day out for kids and adults alike, Interactive to keep the kids and parents entertained for hours. ",5.0,124452356,Great for kids
6 February 2012,"Liked the non structured feel, nice to be able to let the kids take their time on different activities. Great to take up lots of time in the airconditioning too!!",5.0,124184028,sci tech
28 February 2012,"If you like science even just a little bit, this is such a fantastic place to visit as there are so many interesting & interactive exhibits to play with ... but beware ... you won't want to let the kids have a go!",5.0,125338984,Love it! So much fun!
27 February 2012,Probably the best science oriented set up for younger kids.,5.0,125266906,"A Must for all kids, even adults can learn something"
26 February 2012,There are many science interactive exhibits that both adults and children will like. A great learning tool for children at schools.,4.0,125210030,Great fun for children and adults alike!
15 February 2012,This is a great place to take kids of all ages so much to see and do in side,5.0,124615272,an outing worth going to for all the family
12 February 2012,"Scitech is a great day out for kids and adults alike, Interactive to keep the kids and parents entertained for hours. ",5.0,124452356,Great for kids
5 March 2012,"I think this is the typeof attraction that you either like a lot, or become bored with quite easily. For me, it didn't hold my interest for too long. Many cities throughout the world have a similar attraction. I have been to some others and the Perth attraction is not s good as some others.",3.0,125642576,An OK attraction
28 February 2012,"If you like science even just a little bit, this is such a fantastic place to visit as there are so many interesting & interactive exhibits to play with ... but beware ... you won't want to let the kids have a go!",5.0,125338984,Love it! So much fun!
27 February 2012,Probably the best science oriented set up for younger kids.,5.0,125266906,"A Must for all kids, even adults can learn something"
26 February 2012,There are many science interactive exhibits that both adults and children will like. A great learning tool for children at schools.,4.0,125210030,Great fun for children and adults alike!
15 February 2012,This is a great place to take kids of all ages so much to see and do in side,5.0,124615272,an outing worth going to for all the family
12 March 2012,"SciTech can usually keep kids occupied for a few hours. A couple of the science stations seemed to confuse the 6-8 year old set, but there's always the rock wall and train set to keep them happy.",4.0,125973768,Classic kid's weekend treat
11 March 2012,"Very educational,fun for all and well worth entrance fee.",5.0,125923780,Kids will love this place
11 March 2012,"Very educational,fun for all and well worth entrance fee.",5.0,125923780,Kids will love this place
5 March 2012,"I think this is the typeof attraction that you either like a lot, or become bored with quite easily. For me, it didn't hold my interest for too long. Many cities throughout the world have a similar attraction. I have been to some others and the Perth attraction is not s good as some others.",3.0,125642576,An OK attraction
28 February 2012,"If you like science even just a little bit, this is such a fantastic place to visit as there are so many interesting & interactive exhibits to play with ... but beware ... you won't want to let the kids have a go!",5.0,125338984,Love it! So much fun!
27 February 2012,Probably the best science oriented set up for younger kids.,5.0,125266906,"A Must for all kids, even adults can learn something"
9 April 2012,"This place is all round quality for the kids, we have a 6yr old and 10yr old, even after second time round they still loved it. You could spend a whole day there. So much to learn and do for the kids. One of the best things you could take the kids to in Perth. They will keep you coming back",5.0,127492405,Day out with kids
5 March 2012,"I think this is the typeof attraction that you either like a lot, or become bored with quite easily. For me, it didn't hold my interest for too long. Many cities throughout the world have a similar attraction. I have been to some others and the Perth attraction is not s good as some others.",3.0,125642576,An OK attraction
28 February 2012,"If you like science even just a little bit, this is such a fantastic place to visit as there are so many interesting & interactive exhibits to play with ... but beware ... you won't want to let the kids have a go!",5.0,125338984,Love it! So much fun!
27 February 2012,Probably the best science oriented set up for younger kids.,5.0,125266906,"A Must for all kids, even adults can learn something"
26 February 2012,There are many science interactive exhibits that both adults and children will like. A great learning tool for children at schools.,4.0,125210030,Great fun for children and adults alike!
12 March 2012,"SciTech can usually keep kids occupied for a few hours. A couple of the science stations seemed to confuse the 6-8 year old set, but there's always the rock wall and train set to keep them happy.",4.0,125973768,Classic kid's weekend treat
11 March 2012,"Very educational,fun for all and well worth entrance fee.",5.0,125923780,Kids will love this place
5 March 2012,"I think this is the typeof attraction that you either like a lot, or become bored with quite easily. For me, it didn't hold my interest for too long. Many cities throughout the world have a similar attraction. I have been to some others and the Perth attraction is not s good as some others.",3.0,125642576,An OK attraction
28 February 2012,"If you like science even just a little bit, this is such a fantastic place to visit as there are so many interesting & interactive exhibits to play with ... but beware ... you won't want to let the kids have a go!",5.0,125338984,Love it! So much fun!
10 April 2012,Great Western Power display with lots of hands on things for kids of all ages (adults too) to get involed in. ,5.0,127566471,Great hands on adventure
9 April 2012,"The Scitech people do a great job of making the most out of a relatively small space (with a planetarium, labs, hands-on experiments, displays...) but Perth is getting big enough now to need more. This place is very popular and centrally located, but it lacks any connection with the ""environment"". Other places do it better...",3.0,127506486,Wish it was bigger.
9 April 2012,"This place is all round quality for the kids, we have a 6yr old and 10yr old, even after second time round they still loved it. You could spend a whole day there. So much to learn and do for the kids. One of the best things you could take the kids to in Perth. They will keep you coming back",5.0,127492405,Day out with kids
12 March 2012,"SciTech can usually keep kids occupied for a few hours. A couple of the science stations seemed to confuse the 6-8 year old set, but there's always the rock wall and train set to keep them happy.",4.0,125973768,Classic kid's weekend treat
11 March 2012,"Very educational,fun for all and well worth entrance fee.",5.0,125923780,Kids will love this place
9 April 2012,"The Scitech people do a great job of making the most out of a relatively small space (with a planetarium, labs, hands-on experiments, displays...) but Perth is getting big enough now to need more. This place is very popular and centrally located, but it lacks any connection with the ""environment"". Other places do it better...",3.0,127506486,Wish it was bigger.
9 April 2012,"This place is all round quality for the kids, we have a 6yr old and 10yr old, even after second time round they still loved it. You could spend a whole day there. So much to learn and do for the kids. One of the best things you could take the kids to in Perth. They will keep you coming back",5.0,127492405,Day out with kids
12 March 2012,"SciTech can usually keep kids occupied for a few hours. A couple of the science stations seemed to confuse the 6-8 year old set, but there's always the rock wall and train set to keep them happy.",4.0,125973768,Classic kid's weekend treat
11 March 2012,"Very educational,fun for all and well worth entrance fee.",5.0,125923780,Kids will love this place
5 March 2012,"I think this is the typeof attraction that you either like a lot, or become bored with quite easily. For me, it didn't hold my interest for too long. Many cities throughout the world have a similar attraction. I have been to some others and the Perth attraction is not s good as some others.",3.0,125642576,An OK attraction
10 April 2012,"good place for the kids, something to do for all ages, with the money.",4.0,127595730,kids loved it
10 April 2012,Great Western Power display with lots of hands on things for kids of all ages (adults too) to get involed in. ,5.0,127566471,Great hands on adventure
9 April 2012,"The Scitech people do a great job of making the most out of a relatively small space (with a planetarium, labs, hands-on experiments, displays...) but Perth is getting big enough now to need more. This place is very popular and centrally located, but it lacks any connection with the ""environment"". Other places do it better...",3.0,127506486,Wish it was bigger.
9 April 2012,"This place is all round quality for the kids, we have a 6yr old and 10yr old, even after second time round they still loved it. You could spend a whole day there. So much to learn and do for the kids. One of the best things you could take the kids to in Perth. They will keep you coming back",5.0,127492405,Day out with kids
12 March 2012,"SciTech can usually keep kids occupied for a few hours. A couple of the science stations seemed to confuse the 6-8 year old set, but there's always the rock wall and train set to keep them happy.",4.0,125973768,Classic kid's weekend treat
16 April 2012,"We went during the January School Holidays so it was very CROWDED, the cafe was packed and it was a hassle just to get a drink. However, we would go again being mindful of the school holidays. The kids had a great time and I even learnt a thing or too. Education and fun!!",4.0,127960932,Kids Love It
10 April 2012,"good place for the kids, something to do for all ages, with the money.",4.0,127595730,kids loved it
10 April 2012,Great Western Power display with lots of hands on things for kids of all ages (adults too) to get involed in. ,5.0,127566471,Great hands on adventure
9 April 2012,"The Scitech people do a great job of making the most out of a relatively small space (with a planetarium, labs, hands-on experiments, displays...) but Perth is getting big enough now to need more. This place is very popular and centrally located, but it lacks any connection with the ""environment"". Other places do it better...",3.0,127506486,Wish it was bigger.
9 April 2012,"This place is all round quality for the kids, we have a 6yr old and 10yr old, even after second time round they still loved it. You could spend a whole day there. So much to learn and do for the kids. One of the best things you could take the kids to in Perth. They will keep you coming back",5.0,127492405,Day out with kids
16 April 2012,"lots to do, can keep them occupied for hours and its educational whats not to like. From little ones of 3 ish up to those in their 70s and beyond. One of the best entertainment venues for families in Perth.",5.0,127966707,great day out for kids big small and giant
16 April 2012,"We went during the January School Holidays so it was very CROWDED, the cafe was packed and it was a hassle just to get a drink. However, we would go again being mindful of the school holidays. The kids had a great time and I even learnt a thing or too. Education and fun!!",4.0,127960932,Kids Love It
10 April 2012,"good place for the kids, something to do for all ages, with the money.",4.0,127595730,kids loved it
10 April 2012,Great Western Power display with lots of hands on things for kids of all ages (adults too) to get involed in. ,5.0,127566471,Great hands on adventure
9 April 2012,"The Scitech people do a great job of making the most out of a relatively small space (with a planetarium, labs, hands-on experiments, displays...) but Perth is getting big enough now to need more. This place is very popular and centrally located, but it lacks any connection with the ""environment"". Other places do it better...",3.0,127506486,Wish it was bigger.
23 April 2012,My daughter absolutely loved it. Bought back memories of when I was a child.,4.0,128368218,2 thumbs up
16 April 2012,"lots to do, can keep them occupied for hours and its educational whats not to like. From little ones of 3 ish up to those in their 70s and beyond. One of the best entertainment venues for families in Perth.",5.0,127966707,great day out for kids big small and giant
16 April 2012,"We went during the January School Holidays so it was very CROWDED, the cafe was packed and it was a hassle just to get a drink. However, we would go again being mindful of the school holidays. The kids had a great time and I even learnt a thing or too. Education and fun!!",4.0,127960932,Kids Love It
10 April 2012,"good place for the kids, something to do for all ages, with the money.",4.0,127595730,kids loved it
10 April 2012,Great Western Power display with lots of hands on things for kids of all ages (adults too) to get involed in. ,5.0,127566471,Great hands on adventure
27 April 2012,"Kids will absolutey adore this place, i did when i was a kid. Its full of things that are interactive and a great way to learn a lot of things. Science is a fascinating subject and this is a great place to epose your children to the wonders of the world. i recommend the galaxy show where you look up at the stars. Parking undernieith or catch the train. A great day out.",5.0,128701973,Great place for Kids
23 April 2012,My daughter absolutely loved it. Bought back memories of when I was a child.,4.0,128368218,2 thumbs up
16 April 2012,"lots to do, can keep them occupied for hours and its educational whats not to like. From little ones of 3 ish up to those in their 70s and beyond. One of the best entertainment venues for families in Perth.",5.0,127966707,great day out for kids big small and giant
16 April 2012,"We went during the January School Holidays so it was very CROWDED, the cafe was packed and it was a hassle just to get a drink. However, we would go again being mindful of the school holidays. The kids had a great time and I even learnt a thing or too. Education and fun!!",4.0,127960932,Kids Love It
10 April 2012,"good place for the kids, something to do for all ages, with the money.",4.0,127595730,kids loved it
30 April 2012,Fun for the whole family - a sensory spectacle which will educate and entertain - wear comfortable shoes and clothes and get involved.,3.0,129064607,Educational and Interesting
27 April 2012,"Kids will absolutey adore this place, i did when i was a kid. Its full of things that are interactive and a great way to learn a lot of things. Science is a fascinating subject and this is a great place to epose your children to the wonders of the world. i recommend the galaxy show where you look up at the stars. Parking undernieith or catch the train. A great day out.",5.0,128701973,Great place for Kids
23 April 2012,My daughter absolutely loved it. Bought back memories of when I was a child.,4.0,128368218,2 thumbs up
16 April 2012,"lots to do, can keep them occupied for hours and its educational whats not to like. From little ones of 3 ish up to those in their 70s and beyond. One of the best entertainment venues for families in Perth.",5.0,127966707,great day out for kids big small and giant
16 April 2012,"We went during the January School Holidays so it was very CROWDED, the cafe was packed and it was a hassle just to get a drink. However, we would go again being mindful of the school holidays. The kids had a great time and I even learnt a thing or too. Education and fun!!",4.0,127960932,Kids Love It
15 May 2012,"They have a ball....everything bangs, whizzes and pops. You can touch and manipulate everything. Nothing is out of bounds and most of it is noisy. This is kid heaven. Take them, you have too!",4.0,129967383,Place for kids
10 May 2012,Scitech is one of those places you go and the kids just don't know where to start - on top of that its educational and fun!,4.0,129679200,Kids Heaven
30 April 2012,Fun for the whole family - a sensory spectacle which will educate and entertain - wear comfortable shoes and clothes and get involved.,3.0,129064607,Educational and Interesting
27 April 2012,"Kids will absolutey adore this place, i did when i was a kid. Its full of things that are interactive and a great way to learn a lot of things. Science is a fascinating subject and this is a great place to epose your children to the wonders of the world. i recommend the galaxy show where you look up at the stars. Parking undernieith or catch the train. A great day out.",5.0,128701973,Great place for Kids
